webScraperOrder,webScraperStartUrl,artists,artistsHref,songs,songsHref,lyrics
"1528753585-229","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني غسان صليبا","http://aghanilyrics.com/allsongslyrics.php?songslyrics=ghassan-saliba&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%BA%D8%B3%D8%A7%D9%86-%D8%B5%D9%84%D9%8A%D8%A8%D8%A7","كلمات اغنية كل الحلوين غسان صليبا","http://aghanilyrics.com/songlyrics.php?lyrics=17881&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%83%D9%84-%D8%A7%D9%84%D8%AD%D9%84%D9%88%D9%8A%D9%86-%D8%BA%D8%B3%D8%A7%D9%86-%D8%B5%D9%84%D9%8A%D8%A8%D8%A7","كل الحلوين حراميه .. انا وماشي .. هجموا عليا

كسروا باب القلب وفاتوا .. سرقولي قلبي وأهاتوا

ماخلوا دمعه بعينيه ..



الحلوين كتير بينحبوا .. اكتر من مره بيحبوا

وقلوب العشاق اتخبوا .. روحوا نامو من عشيه

كسروا باب القلب وفاتوا .. سرقولي قلبي وأهاتوا

ماخلوا دمعه بعينيه ..



الحلوين كتير ظلموني .. وبنار الغيره حرموني

ياما من نومي سرقوني .. ماخلوني انام ياخيي

كسروا باب القلب وفاتوا .. سرقولي قلبي وأهاتوا

ماخلوا دمعه بعينيه .."
"1528753786-313","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني اميمة خليل","http://aghanilyrics.com/allsongslyrics.php?songslyrics=omaima-khalil&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%A7%D9%85%D9%8A%D9%85%D8%A9-%D8%AE%D9%84%D9%8A%D9%84","كلمات اغنية عصفور طل من الشباك اميمة خليل","http://aghanilyrics.com/songlyrics.php?lyrics=15809&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B9%D8%B5%D9%81%D9%88%D8%B1-%D8%B7%D9%84-%D9%85%D9%86-%D8%A7%D9%84%D8%B4%D8%A8%D8%A7%D9%83-%D8%A7%D9%85%D9%8A%D9%85%D8%A9-%D8%AE%D9%84%D9%8A%D9%84","عصفور طل من الشباك



عصفور طل من الشباك قالى يا نونو

خبينى عندك خبينى دخلك يا نونو



قلتله انت من وين قالى من حدود السما

قلتله جاى من وين قالى من بيت الجيران

قلتله خايف من مين قالى من القفص هربان

قلتله ريشاتك وين قالى فرفتها الزمان



عصفور طل من الشباك قالى يا نونو

خبينى عندك خبينى دخلك يا نونو





نزلت ع خده دمعه وجناحاته متكيه

واتهدى بالأرض وقال بدى امشى وما فيه

نزلت على خده دمعه وجناحاته متكيه

واتهدى بالأرض وقال بدى امشى وما فيه



ضميته على قلبى وصار يتوجع على جروحاته

قبل ما يكسر الحبس تكسر صوته وجناحاته

قلتله خايف من مين قالى القفص هربان

قلتله ريشاتك وين قالى فرفتها الزمان



عصفور طل من الشباك قالى يا نونو

خبينى عندك خبينى دخلك يا نونو





قلتله لا تخاف اتطلع شوف الشمس اللي هتطلع

اتطلع عالغاب وشاف امواج الحريه بتلمع

شاف جوانح عم بتزقزق من خلف ابواب العليه

شاف الغابه عم بتحلق على جوانيح الحريه



قلتله انت من وين قالى من حدود السما

قلتله جاى من وين قالى من بيت الجيران

قلتله خايف من مين قالى من القفص هربان

قلتله ريشاتك وين قالى فرفتها الزمان



عصفور طل من الشباك قالى يا نونو

خبينى عندك خبينى دخلك يا نونو"
"1528753417-160","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني مارسيل خليفة","http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","كلمات اغنية اجمل حب مارسيل خليفة","http://aghanilyrics.com/songlyrics.php?lyrics=18362&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D8%AC%D9%85%D9%84-%D8%AD%D8%A8-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","اجمل حب



كما ينبت العشب بين مفاصل صخرة

وجدنا غريبين معا

و كانت سماء الربيع تؤلف نجما ... و نجما

و كنت أؤلف فقرة حب..

لعينيك.. غنيتها!



أتعلم عيناك أني انتظرت طويلا

كما انتظر الصيف طائر

و نمت.. كنوم المهاجر

فعين تنام لتصحو عين.. طويلا

و تبكي على أختها ،

حبيبان نحن، إلى أن ينام القمر

و نعلم أن العناق، و أن القبل

طعام ليالي الغزل



و أن الصباح ينادي خطاي لكي تستمرّ

على الدرب يوما جديداً !

صديقان نحن، فسيري بقربي كفا بكف

معا نصنع الخبز و الأغنيات



لماذا نسائل هذا الطريق .. لأي مصير

يسير بنا ؟



و من أين لملم أقدامنا ؟

فحسبي، و حسبك أنا نسير...

معا، للأبد

لماذا نفتش عن أغنيات البكاء

بديوان شعر قديم ؟

و نسأل يا حبنا ! هل تدوم ؟

أحبك حب القوافل واحة عشب و ماء

و حب الفقير الرغيف !

كما ينبت العشب بين مفاصل صخرة

وجدنا غريبين يوما

و نبقى رفيقين دوما"
"1528753158-88","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني نيلى مقدسي","http://aghanilyrics.com/allsongslyrics.php?songslyrics=nely-makdsy&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%86%D9%8A%D9%84%D9%89-%D9%85%D9%82%D8%AF%D8%B3%D9%8A","كلمات اغنية كيف انساك نيلى مقدسي","http://aghanilyrics.com/songlyrics.php?lyrics=25328&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%83%D9%8A%D9%81-%D8%A7%D9%86%D8%B3%D8%A7%D9%83-%D9%86%D9%8A%D9%84%D9%89-%D9%85%D9%82%D8%AF%D8%B3%D9%8A","كيف انساك كيف انساك وانت عشق الروح حبيبي

في هواك روحي تعيش بعدك انت ما تعيش

كيف انساك كيف انساك وانت عشق الروح حبيبي

في هواك روحي تعيش بعدك انت ما تعيش



عمري يضيع لو عني تروح قلبي دوم الك مشتاق

فداك العين فداك الروح والقلب والاشواق

كيف انساك وانت حبيبي وهواك مالك احساسي

يا حبيب عمري ونصيبي انت يا يا اغلى ناسي

كيف انساك وانت حبيبي وهواك مالك احساسي

يا حبيب عمري ونصيبي انت يا يا اغلى ناسي



كيف انساك كيف انساك وعني ما ارضى تغيب

انت بعيوني ملاك انت اكثر من حبيب

كيف انساك كيف انساك وعني ما ارضى تغيب

انت بعيوني ملاك انت اكثر من حبيب



عمري يضيع لو عني تروح قلبي دوم الك مشتاق

فداك العين فداك الروح والقلب والاشواق

كيف انساك وانت حبيبي وهواك مالك احساسي

يا حبيب عمري ونصيبي انت يا يا اغلى ناسي

كيف انساك وانت حبيبي وهواك مالك احساسي

يا حبيب عمري ونصيبي انت يا يا اغلى ناسي"
"1528753829-331","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني ناجي الاسطا","http://aghanilyrics.com/allsongslyrics.php?songslyrics=naji-osta&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%86%D8%A7%D8%AC%D9%8A-%D8%A7%D9%84%D8%A7%D8%B3%D8%B7%D8%A7","كلمات اغنية شو صاير علينا ناجي الاسطا","http://aghanilyrics.com/songlyrics.php?lyrics=15311&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B4%D9%88-%D8%B5%D8%A7%D9%8A%D8%B1-%D8%B9%D9%84%D9%8A%D9%86%D8%A7-%D9%86%D8%A7%D8%AC%D9%8A-%D8%A7%D9%84%D8%A7%D8%B3%D8%B7%D8%A7","شو صاير علينا نزعل ولو تبكي يا عمري عينينا حتى نبكي



حقك على قلبي غيرانة معقولة بحبك بعد ربي انا حبي اكون



ونسيت اللي قبلك واللي بعدك وحروفي اللي اتعلمته



وايدي اللي ضمت شعرك لهلأ ما غسلتها



ونسيت اللي قبلك واللي بعدك وحروفي اللي اتعلمته



وايدي اللي ضمت شعرك لهلأ ما غسلته



واضح انا ومكشوف بيبن عليا كيف بدي غيرك شوف وعطرك ع ايديا



حقك على قلبي غيرانة معقولة بحبك بعد ربي انا حبي اكون



ونسيت اللي قبلك واللي بعدك وحروفي اللي اتعلمته



وايدي اللي ضمت شعرك لهلأ ما غسلتها"
"1528753740-296","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني ميشلين خليفه","http://aghanilyrics.com/allsongslyrics.php?songslyrics=micheline-khalifa&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D9%8A%D8%B4%D9%84%D9%8A%D9%86-%D8%AE%D9%84%D9%8A%D9%81%D9%87","كلمات اغنية اخدوك مني ميشلين خليفه","http://aghanilyrics.com/songlyrics.php?lyrics=16090&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D8%AE%D8%AF%D9%88%D9%83-%D9%85%D9%86%D9%8A-%D9%85%D9%8A%D8%B4%D9%84%D9%8A%D9%86-%D8%AE%D9%84%D9%8A%D9%81%D9%87","اخدوك مني





اخدوك مني بعدوك عني

محتار قلبي و حنان قلبي

و ده يبقى غرام

اه يانن العين رايح على فين

و سايبني لمين و انا قلبي حزين

و اللهي حرام



اخدوك مني بعدوك عني

محتار قلبي و حنان قلبي

و ده يبقى غرام

اه يانن العين رايح على فين

و سايبني لمين و انا قلبي حزين

و اللهي حرام



ايه يللي غايب و ناسيني

و سايبني اه يا عيني

و لا داري بعذابي

و لا حاسس بحنيني



بعد اللي قلته عايزني تاني اقلك ايه

ارحم حبيبك اللي ياما بكيت عليه



بعد اللي قلته عايزني تاني اقلك ايه

ارحم حبيبك اللي ياما بكيت عليه



ايه يللي غايب و ناسيني

و سايبني اه يا عيني

و لا داري بعذابي

و لا حاسس بحنيني



يا سنين حياتي يا عمري عشته انت فيه

نسيت حياتي و الا ناسي انا ابقى مين



يا سنين حياتي يا عمري عشته انت فيه

نسيت حياتي و الا ناسي انا ابقى مين



ايه يللي غايب و ناسيني

و سايبني اه يا عيني

و لا داري بعذابي

و لا حاسس بحنيني



ايه يللي غايب و ناسيني

و سايبني اه يا عيني

و لا داري بعذابي

و لا حاسس بحنيني



اخدوك مني بعدوك عني

اه يا ليل يا ليل"
"1528753254-124","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني مارسيل خليفة","http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","كلمات اغنية دارت القهوه مارسيل خليفة","http://aghanilyrics.com/songlyrics.php?lyrics=18436&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%AF%D8%A7%D8%B1%D8%AA-%D8%A7%D9%84%D9%82%D9%87%D9%88%D9%87-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","دارت القهوه



دارت القهوة وعمين بدها تدور

دارت عليي وفنجاني مكسور



دارت القهوة ودارت الأيام

لا القلب يهدا ولا العيون تنام



بيقولولي اصبر قلتلهم حرام

شو جنى أيوب يوم قالوله اصبر



دارت القهوة دارت ع الغريب

دارت ع الأحباب وماعندي حبيب



يا حبيبي ال غاب هالدنيا نصيب

بيبرم الدولاب وحظي ما بيدور"
"1528753695-277","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني ميسم نحاس","http://aghanilyrics.com/allsongslyrics.php?songslyrics=mesam-nahas&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D9%8A%D8%B3%D9%85-%D9%86%D8%AD%D8%A7%D8%B3","كلمات اغنية بونيتا بونيتا ميسم نحاس","http://aghanilyrics.com/songlyrics.php?lyrics=17396&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A8%D9%88%D9%86%D9%8A%D8%AA%D8%A7-%D8%A8%D9%88%D9%86%D9%8A%D8%AA%D8%A7-%D9%85%D9%8A%D8%B3%D9%85-%D9%86%D8%AD%D8%A7%D8%B3","بونتيا

 

  	الليلة انتي حلوة وجميلة

الليلة انتي حلوة الليلة جميلة

الليلة انتي حلوة وجميلة

سمايا نجمة طول الليل

الليلة انتي حلوة

الليلة جميلة

سمايا نجمة طول الليل



بونيتا جميلة جميلة

بونيتا بونيتا

جميلة جميلة جميلة

بونيتا جميلة جميلة

بونيتا

حميلة بونيتا

جميلة جميلة



esta noche eres la mas linda

estrella brillando en mi cielo

la cosa mas bute y bonita

eres mi razon de vivir



بونيتا جميلة جميلة

بونيتا بونيتا"
"1528752971-30","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني حميد الشذر","http://aghanilyrics.com/allsongslyrics.php?songslyrics=hamed-elshizr&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%AD%D9%85%D9%8A%D8%AF-%D8%A7%D9%84%D8%B4%D8%B0%D8%B1","كلمات اغنية كلبي حميد الشذر","http://aghanilyrics.com/songlyrics.php?lyrics=26955&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%83%D9%84%D8%A8%D9%8A-%D8%AD%D9%85%D9%8A%D8%AF-%D8%A7%D9%84%D8%B4%D8%B0%D8%B1","ياكلبي صار من ايدك



انته رخيت الحبل



ياكلبي توفي



كل عمرك



تالي باعك هلنذل



شفت هذا الخفت منه



شوف تالي أتخله عنك



شفته بعيوني طعنه



وهو يمشي ولاجنه



راح أذلك كل حياتك



والغدر اجمل صفاتك



بعد لتسامح ياكلبي



وأنسه شكله وكل كلامه



وأذا ناوي الحبه ترجع



بعد ماعندك كرامه



عافك وحب غيرك انته



ماحجولي بعيني شفته



أيده بأيده يكله احبك



هوه هذا الردته انته



راح أذلك كل حياتك



والغدر أجمل صفاتك"
"1528753203-104","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني مشروع ليلى","http://aghanilyrics.com/allsongslyrics.php?songslyrics=mashrou-leila&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%84%D9%8A%D9%84%D9%89","كلمات اغنية مغاوير مشروع ليلى","http://aghanilyrics.com/songlyrics.php?lyrics=25205&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%85%D8%BA%D8%A7%D9%88%D9%8A%D8%B1-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%84%D9%8A%D9%84%D9%89","أولاً سنة حلوة يا جميل

تانياً الليل هيكون طويل

قول لأمك ما تخاف

الملهى على بعد رصاص

تالتاً البس الاسود وانزل

عالماً بس تتلُچ فوق التلال

بيصير الصبيان رجال

مغاوير بعاصمة الليل



علمونا على الملعب نلعب عصابات

شوب شوب قوصوك

كنا سوى عم نتسلى وينك اختفيت

شوب شوب قوصوك



رابعاً ما تحكي مع نسوان

علشان ما نسهر عالجثمان

هون الست بس مقياس

لكرامته قدام الناس

غالباً في طبنجة بجيابه

علشان الصبي ابن بيّه

هون ما حدا بينطال

أدونيس ضحية الأدغال



علمونا على الملعب نلعب عصابات

شوب شوب قوصوك

كنا سوى عم نتسلى وينك اختفيت

شوب شوب قوصوك"
"1528753377-144","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني مارسيل خليفة","http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","كلمات اغنية الله ينجينا من الآت مارسيل خليفة","http://aghanilyrics.com/songlyrics.php?lyrics=18402&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D9%84%D9%87-%D9%8A%D9%86%D8%AC%D9%8A%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D8%A2%D8%AA-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","الله ينجينا من الآت



هات إيدك يا خي هات وياما قضينا وهلات

ويا ما لوعني الماضي الله ينجينا من الآت

الله، الله، الله... ينجينا من الآت



هات إيدك وخبرني كيف أحوالك من دون تكليف

بعدو رغيف الخبز رغيف والله زم وصار ضعيف

سعرو طازة بِسعر البات

الله الله ينجينا من الآت



قالولي عن بو سعيد حكمو كريزة نهار العيد

صريخو كان يعلى ويزيد ما فتحوا باب الحديد

ا وعاباب المستشفى مات – الله الله الله...

الله ينجينا من الآت



ويلي جمعلو قرشين، فكر حالو بيوفي الدين

طاروا فلوسُ بصيبة عين تلت فراطة والتلتين

كلينكس ورق تواليت... الله الله الله

الله ينجينا من الآت



واللاطي بالوظيفة منشف وجيابه نظيفة

مهري ونفسه شريفة بينطر زودي خفيفة

ومفعول رجعي وفروقات الله الله الله...

الله ينجينا من الآت



هات إيدك شدلي شد على إيدي ورائي رد

بدنا البسمي للأطفال... بسمي تدوم بسمي تدوم

وعيشي كريمي ولقمة حلال

خير يعوم خير يعوم...أمن وسلام وراحة بال

وعدل يقوم وعدل يقوم... الله الله الله...

الله ينجينا من الآت



هات إيدك يا خي هات ويا ما أمضينا وهلات

ويا ما لوعني الماضي الله ينجينا من الآت...

الله الله الله... الله ينجينا من الآت"
"1528753862-343","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني ملحم بركات","http://aghanilyrics.com/allsongslyrics.php?songslyrics=melhim-barkat&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D9%84%D8%AD%D9%85-%D8%A8%D8%B1%D9%83%D8%A7%D8%AA","كلمات اغنية حبيبي انت ملحم بركات","http://aghanilyrics.com/songlyrics.php?lyrics=14778&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%AD%D8%A8%D9%8A%D8%A8%D9%8A-%D8%A7%D9%86%D8%AA-%D9%85%D9%84%D8%AD%D9%85-%D8%A8%D8%B1%D9%83%D8%A7%D8%AA","حبيبي انت



حبيبي أنتَ وروحي أنتَ

لاحد قبلك ولابعدك أنتَ



أنت نهاري وليل إنتظاري

حديثي كله عنك أنت َ



---



ياأحلى حب حبيتو

من قبل ماشوفوا حسيتو

من قبل ماأشعر بوجودي وجودي

هوهو لقيتوا آه لقيتوا

وبنام وبصحا

على أحلى فرحة

على أحلى فرحة

ياحبيبي



أنت نهاري وليل إنتظاري

حديثي كله عنك أنت َ



---



بكل الحب أنا حبيتك

بكل الشوق أستنيتك

وبكل وردة وردة بفتح

ياحبيب قلبـي

لقيتك .. لقيتك



وأحكي حكايتي عنك

عنك المرايات عنك

حكاياتي



أنت نهاري وليل إنتظاري

حديثي كله عنك أنت َ"
"1528752905-20","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني محمد عيسي","http://aghanilyrics.com/allsongslyrics.php?songslyrics=mohammed-issa&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D9%8A%D8%B3%D9%8A","كلمات اغنية حدايا محمد عيسي","http://aghanilyrics.com/songlyrics.php?lyrics=27600&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%AD%D8%AF%D8%A7%D9%8A%D8%A7-%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D9%8A%D8%B3%D9%8A","حدايا حدايا كنتي حدايا



وبعدتي عني يا خسارة ع هيك نهاية



حدايا حدايا كنتي حدايا



ياما حبيتك ضميتك بلا بداية



حدايا حدايا كَنَّتَيْ حدايا



وَبِعِدّتِي عَنِّي يا خَسارَة ع هيك نِهايَةً



حدايا حدايا كَنَّتَيْ حدايا"
"1528753371-142","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني مارسيل خليفة","http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","كلمات اغنية انا احمد العربي مارسيل خليفة","http://aghanilyrics.com/songlyrics.php?lyrics=18405&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D9%86%D8%A7-%D8%A7%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","انا احمد العربي

أنا أحمد العربيّ - قال

أنا الرصاص البرتقال الذكريات

و جدت نفسي قرب نفسي

فابتعدت عن الندى و المشهد البحريّ

و أنا البلاد و قد أتت

و تقمّصتني

و أنا الذهاب المستمرّ إلى البلاد

و جدت نفسي ملء نفسي ...

راح أحمد يلتقي بضلوعه و يديه

كان الخطوة - النجمه

و من المحيط إلى الخليج ، من الخليج إلى المحيط

كانوا يعدّون الرماح

و أحمد العربيّ يصعد كي يرى حيفا

و يقفز .

أحمد الآن الرهينه

تركت شوارعها المدينة

و أتت إليه

لتقتله

و من الخليج إلى المحيط ، و من المحيط إلى الخليج

كانوا يعدّون الجنازة

وانتخاب المقصلة"
