webScraperOrder,webScraperStartUrl,artists,artistsHref,songs,songsHref,lyrics
"1528752941-27","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني مروان الشانى","http://aghanilyrics.com/allsongslyrics.php?songslyrics=marwan-el-shamy&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%B1%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D8%B4%D8%A7%D9%86%D9%89","كلمات اغنية ضعفان جسمك مروان الشانى","http://aghanilyrics.com/songlyrics.php?lyrics=27127&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B6%D8%B9%D9%81%D8%A7%D9%86-%D8%AC%D8%B3%D9%85%D9%83-%D9%85%D8%B1%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D8%B4%D8%A7%D9%86%D9%89","ضعفان جسمك مبين عليكي التعب



مش تاركك إلا ما أعرف شو السبب



ضعفان جسمك مبين عليكي التعب



مش تاركك إلا ما أعرف شو السبب



زعلانة مني



دخلك ما فيي بزعلك كون السبب



بيكفي دمع يكرج على السنسال



حاسس عليكي وبالوجع كله



إنتي بحاجة لدفا رجال



ونحنا بزمن الرجال في قلو



أهون علي يضيع حالي من حالي



ولا يقولوا انه اليوم زعلت انا الغالي"
"1528753912-362","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني لورا خليل","http://aghanilyrics.com/allsongslyrics.php?songslyrics=laura-khalil&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D9%88%D8%B1%D8%A7-%D8%AE%D9%84%D9%8A%D9%84","كلمات اغنية ما تخبي علي لورا خليل","http://aghanilyrics.com/songlyrics.php?lyrics=14232&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%85%D8%A7-%D8%AA%D8%AE%D8%A8%D9%8A-%D8%B9%D9%84%D9%8A-%D9%84%D9%88%D8%B1%D8%A7-%D8%AE%D9%84%D9%8A%D9%84","ما تخبي علي .. عاشقني ودايب فيي

ما بتهوى غير عينيي .. بعدك بتموت علي

لو مهما تقللي .. انك ما بتسأل عني

فكرك هيك تجنني

وين بدك تهرب مني

تكذب على حالك وعلي .. وانا عقلي يطير

شئ مية كذبة .. يوميي عن حب كبير

مافيك تسهر عيني .. غلطان كتير



ما تخبي علي .. عاشقني ودايب فيي

ما بتهوى غير عينيي .. بعدك بتموت علي

لو مهما تقللي .. انك ما بتسأل عني

فكرك هيك تجنني

وين بدك تهرب مني

رح خلي عيونك سهرانه .. وماتدوق النوم

ولا لحظة تفكر تنساني .. مرة باليوم

انت بغرامك اناني .. وعليك اللوم"
"1528753246-120","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني مارسيل خليفة","http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","كلمات اغنية شدوا الهمه مارسيل خليفة","http://aghanilyrics.com/songlyrics.php?lyrics=18443&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B4%D8%AF%D9%88%D8%A7-%D8%A7%D9%84%D9%87%D9%85%D9%87-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","شدوا الهمه

شدوا الهمة

شدوا الهمة الهمة قوية مركب ينده عَ البحرية

يا بحرية هيلا هيلا هيلا هيلا

شدوا الهمة الهمة قوية جرح بينده للحرية

يا بحرية هيلا هيلا هيلا هيلا

طلع الغربي الغربي بيصفر تحت المينا الجوع بيحفر

يا بحرية هيلا هيلا هيلا هيلا

طلع البحر البحر بيبكي دمع بيشكي القلب بيحكي

يا بحرية هيلا هيلا هيلا هيلا

خلف القلعة قلعة نحنا ساحات الدنيا مطارحنا

يا بحرية هيلا هيلا هيلا هيلا

يا ريس ريس هالمينا معروف القلعة جاينا

يا بحرية هيلا هيلا هيلا هيلا

صوت جنوبي جنوبي نسمع وجنوبي للنخوة مقلع

يا بحرية هيلا هيلا هيلا هيلا

صوت جنوبي جنوبي نسمع وشريط الخيانة ننزع

يا بحرية هيلا هيلا هيلا هيلا"
"1528753630-249","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني علاء زلزلي","http://aghanilyrics.com/allsongslyrics.php?songslyrics=alaa-zalzaly&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%B9%D9%84%D8%A7%D8%A1-%D8%B2%D9%84%D8%B2%D9%84%D9%8A","كلمات اغنية روح وانساني علاء زلزلي","http://aghanilyrics.com/songlyrics.php?lyrics=17718&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B1%D9%88%D8%AD-%D9%88%D8%A7%D9%86%D8%B3%D8%A7%D9%86%D9%8A-%D8%B9%D9%84%D8%A7%D8%A1-%D8%B2%D9%84%D8%B2%D9%84%D9%8A","روح خلاص انساني وما تفكر تهواني

دور على غيري شوفلك حدا تاني



صدقت وحبيتك وبعيوني خبيتك

مفتاح القلب اعطيتك



ما بدي اتداويني بجروحي خليني

ويا ريت بترضيني وبتنسى عنواني



ليش تعزب فيي مسهرني ليليه

وما بتسال عليا ومخليني وحداني



روح خلاص انساني وما تفكر تهواني

دور على غيري شوفلك حدا تاني"
"1528753465-179","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني كاتيا حرب","http://aghanilyrics.com/allsongslyrics.php?songslyrics=katia-harb&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%83%D8%A7%D8%AA%D9%8A%D8%A7-%D8%AD%D8%B1%D8%A8","كلمات اغنية ما فينا كاتيا حرب","http://aghanilyrics.com/songlyrics.php?lyrics=18067&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%85%D8%A7-%D9%81%D9%8A%D9%86%D8%A7-%D9%83%D8%A7%D8%AA%D9%8A%D8%A7-%D8%AD%D8%B1%D8%A8","ما فينا

ما فينا لا لا ما فينا خلاص نسي كل شي صار

قلبي دق دق دق الك وحدك مع انه الي دقن كثار



ما بدي تقلي وين كنتي ما بدي تقلي شو عملتي

ولا حاسس انه الغيره عم تشعل بالنار



ما بدي تقلي ولا قلك ما تشتقلبي ولا اشتقلك

ما ترجع تسرحلك فيني وتقلي بتغاااااار



ما فينا لا لا ما فينا خلاص نسي كل شي صار

انت بتغار كثيير بتغار عليي وانا ما بطيق الي بيغار



ما فينا لا لا ما فينا خلاص نسي كل شي صار

قلبي دق دق دق الك وحدك مع انه الي دقن كثار"
"1528753060-57","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني ادهم سليمان","http://aghanilyrics.com/allsongslyrics.php?songslyrics=adham-sleman&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%A7%D8%AF%D9%87%D9%85-%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86","كلمات اغنية مفهمتنيش ادهم سليمان","http://aghanilyrics.com/songlyrics.php?lyrics=26697&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%85%D9%81%D9%87%D9%85%D8%AA%D9%86%D9%8A%D8%B4-%D8%A7%D8%AF%D9%87%D9%85-%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86","مفهمتنيش و بجد أول مرة دي متحسنيش يدوب بقول ع الحال ده مش قادر أعيش لقيت إيديا عنها بتبعد إيديك



مسمعتنيش من كلمة واحدة قولتهالك سبتني وزي ما تكون كنت ناوي وبعتني ده أنا كنت عايز بس أشكي تعبي ليك



لا كنت ناوي إني أبعد عن عنيك ولا كنت بتكلم عن إني أسيب إيديك



ده إحنا إللي بينا حب عمر ما يتنسيش صحيح إنت غايب مش حبيبي بتاع زمان



صحيح إنت سايب قلبي عايش ع إللي كان بس الحبايب باللي فات تقدر تعيش"
"1528753252-123","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني مارسيل خليفة","http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","كلمات اغنية ديمه مارسيل خليفة","http://aghanilyrics.com/songlyrics.php?lyrics=18438&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%AF%D9%8A%D9%85%D9%87-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","ديمه

للتي في يديها الشموع الجديدة..

للتي ينبت في كفها عشب عمري الجديد..

لديمة.. تكبر في البيت وفي المدرسة..

وتدخلني من جديد في كتاب القراءة..

تعلمني من جديد دروس الحساب..

للتي أركض في بيت ألعابها مثل طفل سعيد..

أبسط الآن سجاد روحي على مدخل السنة القادمة..

لتعبر.. أو تستريح قليلاً..

أو لتدعو أصحابها..

ليلعبن.. ليضحكن..

فيغمرني مطر قادم من بعيد…"
"1528753851-339","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني غيث محمد","http://aghanilyrics.com/allsongslyrics.php?songslyrics=ghith-mohameed&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%BA%D9%8A%D8%AB-%D9%85%D8%AD%D9%85%D8%AF","كلمات اغنية يا احتياجي غيث محمد","http://aghanilyrics.com/songlyrics.php?lyrics=21544&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%8A%D8%A7-%D8%A7%D8%AD%D8%AA%D9%8A%D8%A7%D8%AC%D9%8A-%D8%BA%D9%8A%D8%AB-%D9%85%D8%AD%D9%85%D8%AF","احتياجي لو خسرت الكون كله ما بكيت الا عليك





يامزاجي كل ما اتعكر مزاجي لا يروق الا عليك





يا احتياجي لو خسرت الكون كله ما بكيت الا عليك





يامزاجي كل ما اتعكر مزاجي لا يروق الا عليك





اموت بك واحيا بك كل شي فيني يعيش بك وانت بقلبي منزلك





انت وايش سويت فيني ماادري بين الناس ويني صيرت قلبي وصيرت عيني





انت تاجي فوق راسي شامخ قدرك وانا اعتز فيك يا علاتي كل ما يجرح زماني اول عنادي اجيك





اشتاق لك كبر البحر بحسب معي كثر المطر كثر ما اكحل صبر جفن العشاق السهر





اشتاق لك كبر البحر بحسب معي كثر المطر كثر ما اكحل صبر جفن العشاق السهر





انت انت الشوق كله عطرك في قلبي محله نام في قلبي وضله منزلك ما حد وصله"
"1528753717-286","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني معين شريف","http://aghanilyrics.com/allsongslyrics.php?songslyrics=moeen-sherif&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%B9%D9%8A%D9%86-%D8%B4%D8%B1%D9%8A%D9%81","كلمات اغنية قلبك طيب معين شريف","http://aghanilyrics.com/songlyrics.php?lyrics=17375&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%82%D9%84%D8%A8%D9%83-%D8%B7%D9%8A%D8%A8-%D9%85%D8%B9%D9%8A%D9%86-%D8%B4%D8%B1%D9%8A%D9%81","قلبك طيب



بعدك متل ما كنت

بعدك متل ما انت

روحك حلوي وقلبك طيب

منيح اللي بعدك انت

يكتر خيرك عامل طيب

بعدك بقلبي عنوان المحبي

ونيالوا هالقلب

بعدك القصة الما خلصت بنصا

ولا جرحت هالقلب

يكتر خيرك عامل طيب

باقي على ما كنت



غيرك تغير غير قلبه وغير

افكاره بالحب

غيرك تحول وعلى دربه ما طول

صار بتاني درب

يكتر خيرك عامل طيب

باقي على ما كنت

بعدك الاحلى وانا قلبي ما استحلى

غير نظرة عينيك

بعدك الاغلى بتلبقلك الاغلى

وعم بتدل عليك

يكتر خيرك عامل طيب

باقي على ما كنت"
"1528753419-161","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني مارسيل خليفة","http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","كلمات اغنية اجمل الامهات مارسيل خليفة","http://aghanilyrics.com/songlyrics.php?lyrics=18360&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%87%D8%A7%D8%AA-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","اجمل الامهات



أجمل الأمهات التي انتظرت إبنها…

أجمل الأمهات التي انتظرتهُ,

وعادْ…

عادَ مستشهداً.

فبكتْ دمعتين ووردة

ولم تنزوِ في ثياب الحداد



لم تَنتهِ الحرب

لكنَّهُ عادَ

ذابلةٌ بندقيتُهُ

ويداهُ محايدتان….

***

أجمل الأمهات التي… عينها لا تنامْ

تظل تراقبُ نجماً يحوم على جثة في الظلام…



لن نتراجع عن دمه المتقدّم في الأرض

لن نتراجع عن حُبِّنا للجبال التي شربت روحه

فاكتست شجراً جارياً نحوَ صيف الحقول.

صامدون هنا, (صامدون هنا) قرب هذا الدمار العظيم,

وفي يدِنا يلمعُ الرعب, في يدِنا. في القلبِ غصنُ الوفاء النضير.

صامدون هنا, (صامدون هنا) … باتجاه الجدار الأخير"
"1528753922-366","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني لورا خليل","http://aghanilyrics.com/allsongslyrics.php?songslyrics=laura-khalil&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D9%88%D8%B1%D8%A7-%D8%AE%D9%84%D9%8A%D9%84","كلمات اغنية رايح على فين لورا خليل","http://aghanilyrics.com/songlyrics.php?lyrics=14228&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B1%D8%A7%D9%8A%D8%AD-%D8%B9%D9%84%D9%89-%D9%81%D9%8A%D9%86-%D9%84%D9%88%D8%B1%D8%A7-%D8%AE%D9%84%D9%8A%D9%84","رايح على فين وسايبني في القلب حنين مدوبني



رايح على فين وسايبني في القلب حنين مدوبني



رايح على فين في القلب حنين مين غيرك مين بيسعدني



رايح على فين وسايبني في القلب حنين مدوبني



آآآآه رايح على فين وسايبني في القلب حنين مدوبني



الله الله الله الله آآه آآه آآه آآه



ايه يعني تروح وتبعاد تملاني جراح وتزايد بدل معايه ياحبيبي تعاند ده مش مسموح



مطرح ماتروح معاك خدني وياحبيب الروح معاك خدني



رايح على فين وسايبني في القلب حنين مدوبني



رايح على فين وسايبني في القلب حنين مدوبني



الله الله الله الله آآه آآه آآه آآه



ياللي حلفتك بالهوى ايه يعني تجرحني ياللي حلفتك بالهوى ايه يعني تجرحني تسبني للشوق والهوى ولامره تريحني



تحرمني طعم الهناء وبالهجر تلوعني ياللي في ايديك الدواء ياللي في ايديك الدواء تعال ارحمني ما ليش غيرك حبيب يفرحني ويسعدني



ارجعلي اوام وواسيني وملاني غرام وهنيني ارجعلي اوام وواسيني خد ليالي غرام وهنيني



رجعلي اوام وملاني غرام والله حرام تعذبني



رايح على فين وسايبني في القلب حنين مدوبني



رايح على فين وسايبني في القلب حنين مدوبني



رايح على فين في القلب حنين مين غيرك مين بيسعدني



آآه آآه آآه آآه"
"1528753035-47","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني ادهم سليمان","http://aghanilyrics.com/allsongslyrics.php?songslyrics=adham-sleman&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%A7%D8%AF%D9%87%D9%85-%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86","كلمات اغنية اسمى ادهم سليمان","http://aghanilyrics.com/songlyrics.php?lyrics=26707&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D8%B3%D9%85%D9%89-%D8%A7%D8%AF%D9%87%D9%85-%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86","اسمــــى يفرق فى اه ويــــاكـى انا حـد عــاشـق ولــقــاكـى

 انـا انـســــان

 عــمــرى لو الــف عـام

 فـى عنــيــكـى بلاقــيـنـى طـفـل وبلاقـيـكى

 دفـا وامـان



 انا عــندى ل عنـيكى كـلام محـدش غـيـرى فى الدنـيـا يقـولـو فى يــوم مـن الايـام ليــكـى او لـنـاس تـانـيـة



 ولـو كـل الـكـلام اتـقـال عـنـيـكـى فـى غــربـتـى مـوال هخـلق مـنه مـعـنى جـديـد معـنـى فـاق كـل الخــيـــال



 انا زادى فـى هــواكــى الــشـوق وزوادى وانـا الــمــعـشـوق

 انـــتـى الشـمــس مــهــمــا تــغــيــب تـــانــى تنــــورى دنـــيا

 وهـــمــشـيــلك بــلا دوار

 وهـــحــكى لــكل خــلق الله

 عن ســيـــرة هــواا عاشــق

 عن تايــب الـى مـــولاه

 انتـــــــى 

 انتــــى مــــوجــه عـــالـــية جـــداا وبـرغــم انــى فـى الـــسبـــاحة مش غـــشـــيم بـــس بـأرادتــى غــرقــت فـــيها

 انتـــى

 انتـــى زى الارض تـــمــام وانا مـــــنك

 شـــيـــلانــــى وانا عـــايـــش

 حضـــنانـــى لمـــا بمـــــوت

 منــك ولــيـكــى بــعـــود

مــــــــــــــنـــــك وليــــكـــى بــــعـــــود"
"1528753484-188","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني كاتيا حرب","http://aghanilyrics.com/allsongslyrics.php?songslyrics=katia-harb&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%83%D8%A7%D8%AA%D9%8A%D8%A7-%D8%AD%D8%B1%D8%A8","كلمات اغنية ابداً كاتيا حرب","http://aghanilyrics.com/songlyrics.php?lyrics=18058&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D8%A8%D8%AF%D8%A7%D9%8B-%D9%83%D8%A7%D8%AA%D9%8A%D8%A7-%D8%AD%D8%B1%D8%A8","ابداً



مابدي ياك ... عم بتنسيني حالي



بدي انسان ... بدي اغني موالي



امشي الطرقات ... اسهر بها اليالي



احب من جديد ... مشتاقه شو ع بالي



ابدا ابدا ... ما بنرجع



ابدا ... وحدي بتوجع



ابدا ... ابكي ولا تسمع



لو بدو الشوق ... دكرني فيك



بنكر ها القلب... وحياتك انت



لو بدي اموت ... ماراح حاكيك



لو كنت الروح ... لو عمري كنت



بهرب من حالي ... شفتك جاي



لو مره ... طلعت بشمايي



شفتك بعيوني ... بخبي عيوني



راح اضوي بكره ... بشمع امبارح



راح احبك اكثر ... وانت رايح



اغرق ها الماضي ... ببحر جنوني



ابدا ابدا ... ما بنرحع



ابدا ... وحدي بتوجع



ابدا ... ابكي ولا تسمع"
"1528753533-209","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني هيام يونس","http://aghanilyrics.com/allsongslyrics.php?songslyrics=hiam-younes&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%87%D9%8A%D8%A7%D9%85-%D9%8A%D9%88%D9%86%D8%B3","كلمات اغنية عيدك الغالي هيام يونس","http://aghanilyrics.com/songlyrics.php?lyrics=17928&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B9%D9%8A%D8%AF%D9%83-%D8%A7%D9%84%D8%BA%D8%A7%D9%84%D9%8A-%D9%87%D9%8A%D8%A7%D9%85-%D9%8A%D9%88%D9%86%D8%B3","عيدك الغالي



أهـديـك ما أهـديــك ؟ ...... في عـيــدك الغــالـي

لا شيء قـد يرضـيـك ...... يا شـاغـــل البــالـي

أهـديــك مــا اهـديــك

في عـيـدك الغـالـى



هـل ربطـة للعنـق ؟ ...... تـكـفـيـــك ياحـبــي

ام حفنة من شـوق ؟ ...... ممـا حوى قـلبـي

ام غـنـوة نـشـــوى

بالحــب والنـجــوى

لجـفـونك السكــرى

لا أدرى ما أهـديـــك



قـارورة مـن عـطـــر ...... والعـطــر من ثـغــرك

ام باقـة مـن زهـــر ...... والحسـن من زهـرك

فـي عـيـدك الغالــى

أشــــدوك مــوالـــى

حـيـرت لي حــالـــى

لا أدرى ما أهـديــك



مـا نـشــوة الـعـمـــر ...... الا فـي أعــيــــــادي

لو خـصـلة من شعـر ...... تـكـفــى لـمـيــــلادي

أعـطـيــك أيـاهـــا

نـشــــوه يلقيــاها

والقـلــب قد تاهــا

لا يدرى مـا يهديك"
"1528753381-145","http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9","كلمات اغاني مارسيل خليفة","http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","كلمات اغنية الكمنجات مارسيل خليفة","http://aghanilyrics.com/songlyrics.php?lyrics=18400&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D9%83%D9%85%D9%86%D8%AC%D8%A7%D8%AA-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9","الكمنجات

الكـــمنجات تبكي   مع الغجر الذاهبين

الى الاندلس

الكمنجات تبكي على العرب الخارجين

من الاندلس

الكمنجات تبكي على زمن ضائع

لا يعود

الكمنجات تبكي على وطن ضائع

قد يعود

الكمنجات خيل على وترمن سراب وماء يئن

...يئن...يئن

الكمنجات حقل من الليلك المتوحش ينأى

ويدنو ويدنو ويدنو

الكمنجات فوضى قلوب تجننها الريح في قدم

الراقصة

الكمنجات اسرار الطير تفر من الراية

الناقصة"
