songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=18077&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%82%D8%A7%D9%84-%D9%8A%D8%B9%D9%86%D9%8A-%D9%82%D9%85%D8%B1"
lyrics: "قال يعني
.
web-scraper-order: "1528753011-40"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني ادهم سليمان"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=adham-sleman&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%A7%D8%AF%D9%87%D9%85-%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86"
songs: "كلمات اغنية طوبى للغايبين ادهم سليمان"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=28648&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B7%D9%88%D8%A8%D9%89-%D9%84%D9%84%D8%BA%D8%A7%D9%8A%D8%A8%D9%8A%D9%86-%D8%A7%D8%AF%D9%87%D9%85-%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86"
lyrics: "طوبي للغايبين 
.
web-scraper-order: "1528753552-218"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني هيام يونس"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=hiam-younes&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%87%D9%8A%D8%A7%D9%85-%D9%8A%D9%88%D9%86%D8%B3"
songs: "كلمات اغنية امس العصر مريت هيام يونس"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=17919&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D9%85%D8%B3-%D8%A7%D9%84%D8%B9%D8%B5%D8%B1-%D9%85%D8%B1%D9%8A%D8%AA-%D9%87%D9%8A%D8%A7%D9%85-%D9%8A%D9%88%D9%86%D8%B3"
lyrics: "امس العصر مريت
.
web-scraper-order: "1528753434-166"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني طونى كيوان"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=tony-kewan&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%B7%D9%88%D9%86%D9%89-%D9%83%D9%8A%D9%88%D8%A7%D9%86"
songs: "كلمات اغنية طل الربيع طونى كيوان"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=18280&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B7%D9%84-%D8%A7%D9%84%D8%B1%D8%A8%D9%8A%D8%B9-%D8%B7%D9%88%D9%86%D9%89-%D9%83%D9%8A%D9%88%D8%A7%D9%86"
lyrics: "طل الربيع
.
web-scraper-order: "1528753709-283"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني معين شريف"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=moeen-sherif&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%B9%D9%8A%D9%86-%D8%B4%D8%B1%D9%8A%D9%81"
songs: "كلمات اغنية يا روح معين شريف"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=18118&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%8A%D8%A7-%D8%B1%D9%88%D8%AD-%D9%85%D8%B9%D9%8A%D9%86-%D8%B4%D8%B1%D9%8A%D9%81"
lyrics: "يا روح طلعي مني روحي
.
web-scraper-order: "1528753398-151"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني مارسيل خليفة"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9"
songs: "كلمات اغنية الجريده مارسيل خليفة"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=18377&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D8%B1%D9%8A%D8%AF%D9%87-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9"
lyrics: "الجريده
.
web-scraper-order: "1528753790-315"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني اميمة خليل"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=omaima-khalil&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%A7%D9%85%D9%8A%D9%85%D8%A9-%D8%AE%D9%84%D9%8A%D9%84"
songs: "كلمات اغنية تكبر تكبر اميمة خليل"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=15807&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%AA%D9%83%D8%A8%D8%B1-%D8%AA%D9%83%D8%A8%D8%B1-%D8%A7%D9%85%D9%8A%D9%85%D8%A9-%D8%AE%D9%84%D9%8A%D9%84"
lyrics: "تكبر تكبر
.
web-scraper-order: "1528753118-76"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني نادر الأتات"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=nader-el-attat&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%86%D8%A7%D8%AF%D8%B1-%D8%A7%D9%84%D8%A3%D8%AA%D8%A7%D8%AA"
songs: "كلمات اغنية مرت حبيبي أيام نادر الأتات"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=25734&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%85%D8%B1%D8%AA-%D8%AD%D8%A8%D9%8A%D8%A8%D9%8A-%D8%A3%D9%8A%D8%A7%D9%85-%D9%86%D8%A7%D8%AF%D8%B1-%D8%A7%D9%84%D8%A3%D8%AA%D8%A7%D8%AA"
lyrics: "مرت حبيبي أيام من بعدك
.
web-scraper-order: "1528753092-67"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني جوزيف صقر"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=jozef-sakr&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%AC%D9%88%D8%B2%D9%8A%D9%81-%D8%B5%D9%82%D8%B1"
songs: "كلمات اغنية قلتيلي حبيتك جوزيف صقر"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=25746&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%82%D9%84%D8%AA%D9%8A%D9%84%D9%8A-%D8%AD%D8%A8%D9%8A%D8%AA%D9%83-%D8%AC%D9%88%D8%B2%D9%8A%D9%81-%D8%B5%D9%82%D8%B1"
lyrics: "قلتيلي حبيتك جوزيف صقر مكتوبة
.
web-scraper-order: "1528752813-6"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني ليلي اسكندر"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=layla-iskandar&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D9%8A%D9%84%D9%8A-%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1"
songs: "كلمات اغنية مبروك ليلي اسكندر"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=28521&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%85%D8%A8%D8%B1%D9%88%D9%83-%D9%84%D9%8A%D9%84%D9%8A-%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1"
lyrics: "مبروك عرسك ياعروسة للمعازيم احلى بوسة
.
web-scraper-order: "1528753711-284"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني معين شريف"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=moeen-sherif&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%B9%D9%8A%D9%86-%D8%B4%D8%B1%D9%8A%D9%81"
songs: "كلمات اغنية اصعب كلمة معين شريف"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=17377&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D8%B5%D8%B9%D8%A8-%D9%83%D9%84%D9%85%D8%A9-%D9%85%D8%B9%D9%8A%D9%86-%D8%B4%D8%B1%D9%8A%D9%81"
lyrics: "اصعب كلمة
.
web-scraper-order: "1528753235-115"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني مارسيل خليفة"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9"
songs: "كلمات اغنية صياح الديك مارسيل خليفة"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=18450&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B5%D9%8A%D8%A7%D8%AD-%D8%A7%D9%84%D8%AF%D9%8A%D9%83-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9"
lyrics: "صياح الديك
.
web-scraper-order: "1528753618-243"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني علاء زلزلي"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=alaa-zalzaly&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%B9%D9%84%D8%A7%D8%A1-%D8%B2%D9%84%D8%B2%D9%84%D9%8A"
songs: "كلمات اغنية عقلي منى طار علاء زلزلي"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=25415&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B9%D9%82%D9%84%D9%8A-%D9%85%D9%86%D9%89-%D8%B7%D8%A7%D8%B1-%D8%B9%D9%84%D8%A7%D8%A1-%D8%B2%D9%84%D8%B2%D9%84%D9%8A"
lyrics: "Aller danses
.
web-scraper-order: "1528752828-10"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني ماريتا الحلاني"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=marietta-helani&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D9%8A%D8%AA%D8%A7-%D8%A7%D9%84%D8%AD%D9%84%D8%A7%D9%86%D9%8A"
songs: "كلمات اغنية ناسيني ماريتا الحلاني"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=28088&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%86%D8%A7%D8%B3%D9%8A%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D9%8A%D8%AA%D8%A7-%D8%A7%D9%84%D8%AD%D9%84%D8%A7%D9%86%D9%8A"
lyrics: "مافيي كمل من دونك يا حبيبي بترجاك ليلي بسهر لعيونك انا قلبي بدو اياك
.
web-scraper-order: "1528753413-158"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني مارسيل خليفة"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9"
songs: "كلمات اغنية احرار اليمن مارسيل خليفة"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=18364&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D8%AD%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D9%8A%D9%85%D9%86-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9"
lyrics: "احرار اليمن
.
web-scraper-order: "1528753648-256"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني عصام رجي"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=issam-rajji&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%B9%D8%B5%D8%A7%D9%85-%D8%B1%D8%AC%D9%8A"
songs: "كلمات اغنية يومين شهرين عصام رجي"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=17711&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%8A%D9%88%D9%85%D9%8A%D9%86-%D8%B4%D9%87%D8%B1%D9%8A%D9%86-%D8%B9%D8%B5%D8%A7%D9%85-%D8%B1%D8%AC%D9%8A"
lyrics: "يومين شهرين .. ماشفتك يا حبيبي
.
web-scraper-order: "1528753240-117"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني مارسيل خليفة"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9"
songs: "كلمات اغنية صرخة ثائر مارسيل خليفة"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=18447&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B5%D8%B1%D8%AE%D8%A9-%D8%AB%D8%A7%D8%A6%D8%B1-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9"
lyrics: "صرخة ثائر
.
web-scraper-order: "1528753804-322"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني اميمة خليل"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=omaima-khalil&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%A7%D9%85%D9%8A%D9%85%D8%A9-%D8%AE%D9%84%D9%8A%D9%84"
songs: "كلمات اغنية ارض الجنوب اميمة خليل"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=15800&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D8%B1%D8%B6-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%85%D9%8A%D9%85%D8%A9-%D8%AE%D9%84%D9%8A%D9%84"
lyrics: "ارض الجنوب
.
web-scraper-order: "1528752900-19"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني باسم عثمان"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=basem-othman&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%A8%D8%A7%D8%B3%D9%85-%D8%B9%D8%AB%D9%85%D8%A7%D9%86"
songs: "كلمات اغنية جرحى اكتمل باسم عثمان"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=27601&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%AC%D8%B1%D8%AD%D9%89-%D8%A7%D9%83%D8%AA%D9%85%D9%84-%D8%A8%D8%A7%D8%B3%D9%85-%D8%B9%D8%AB%D9%85%D8%A7%D9%86"
lyrics: "بيأدي هالقدي يا حبيبي جرحي اكتمل
.
web-scraper-order: "1528753190-98"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني مشروع ليلى"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=mashrou-leila&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%84%D9%8A%D9%84%D9%89"
songs: "كلمات اغنية 3 دقائق 3 Minutes مشروع ليلى"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=25211&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-3-%D8%AF%D9%82%D8%A7%D8%A6%D9%82-3-Minutes-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%84%D9%8A%D9%84%D9%89"
lyrics: "فيي اتخبى بجلدك فيي البس كل وجوهك هول
.
web-scraper-order: "1528753405-154"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني مارسيل خليفة"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=marcel-khalife&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9"
songs: "كلمات اغنية اعراس مارسيل خليفة"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=18371&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%A7%D8%B9%D8%B1%D8%A7%D8%B3-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84-%D8%AE%D9%84%D9%8A%D9%81%D8%A9"
lyrics: "اعراس
.
web-scraper-order: "1528753835-334"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني ناجي الاسطا"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=naji-osta&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%86%D8%A7%D8%AC%D9%8A-%D8%A7%D9%84%D8%A7%D8%B3%D8%B7%D8%A7"
songs: "كلمات اغنية واخد بالي ناجي الاسطا"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=15308&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D8%AE%D8%AF-%D8%A8%D8%A7%D9%84%D9%8A-%D9%86%D8%A7%D8%AC%D9%8A-%D8%A7%D9%84%D8%A7%D8%B3%D8%B7%D8%A7"
lyrics: "ويوماتي قدام عينيا بتعدي عاملة مش سائلة فيا
.
web-scraper-order: "1528753444-170"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني قمر"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=kamar&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%82%D9%85%D8%B1"
songs: "كلمات اغنية سهرتلك قمر"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=18076&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B3%D9%87%D8%B1%D8%AA%D9%84%D9%83-%D9%82%D9%85%D8%B1"
lyrics: "سهرتلك
.
web-scraper-order: "1528753806-323"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني اميمة خليل"
artists-href: "http://aghanilyrics.com/allsongslyrics.php?songslyrics=omaima-khalil&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D8%A7%D9%85%D9%8A%D9%85%D8%A9-%D8%AE%D9%84%D9%8A%D9%84"
songs: "كلمات اغنية طفل يكتب فوق جدار اميمة خليل"
songs-href: "http://aghanilyrics.com/songlyrics.php?lyrics=15799&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D9%86%D9%8A%D8%A9-%D8%B7%D9%81%D9%84-%D9%8A%D9%83%D8%AA%D8%A8-%D9%81%D9%88%D9%82-%D8%AC%D8%AF%D8%A7%D8%B1-%D8%A7%D9%85%D9%8A%D9%85%D8%A9-%D8%AE%D9%84%D9%8A%D9%84"
lyrics: "طفل يكتب فوق جدار
.
web-scraper-order: "1528753864-344"
web-scraper-start-url: "http://aghanilyrics.com/song-lyrics.php?en=Lebanon&ar=%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D8%A7%D8%BA%D8%A7%D9%86%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9"
artists: "كلمات اغاني ملحم بركات"
